item_type_id,customer_id,lifetime
352,45,331.06899999999996
352,45,331.057
352,45,331.109
341,45,315.05100000000004
345,45,309.142
297,32,259.145
352,45,318.856
340,45,305.11
340,45,309.10999999999996
352,45,318.116
348,45,318.058
340,45,305.124
340,45,9.113999999999999
353,45,316.02
348,45,317.97900000000004
340,45,305.134
340,45,309.008
296,32,243.021
340,45,309.037
345,45,309.882
353,45,319.805
384,45,317.089
353,45,316.055
345,45,310.142
355,45,317.94000000000005
348,45,317.983
340,45,305.181
340,45,309.00800000000004
345,45,310.03499999999997
345,45,309.137
350,45,318.097
340,45,305.13399999999996
340,45,319.792
352,45,318.137
352,45,318.13100000000003
352,45,318.13100000000003
352,45,318.13100000000003
352,45,318.136
285,32,227.94299999999998
285,32,142.92899999999997
285,32,135.94299999999998
282,32,85.007
285,32,79.759
277,32,248.106
285,32,255.92399999999998
285,32,253.93399999999997
278,32,241.187
285,32,238.968
285,32,192.956
285,32,233.98899999999998
285,32,72.893
285,32,77.87
352,45,316.99
384,45,317.099
352,45,318.808
352,45,316.15700000000004
350,45,318.07099999999997
352,45,318.11699999999996
348,45,318.031
352,45,318.104
350,45,318.097
352,45,318.827
346,45,329.238
352,45,318.842
352,45,318.842
353,45,316.034
352,45,318.842
350,45,332.183
348,45,318.018
352,45,319.846
341,45,315.151
355,45,317.925
352,45,321.904
340,45,305.153
340,45,305.12399999999997
340,45,305.10999999999996
340,45,305.113
344,45,315.9
340,45,309.09299999999996
340,45,309.087
340,45,309.087
340,45,309.039
340,45,309.087
344,45,311.85400000000004
345,45,310.111
345,45,310.088
340,45,305.181
345,45,309.88199999999995
340,45,319.793
340,45,309.006
345,45,309.926
340,45,309.036
340,45,319.969
340,45,309.109
344,45,311.863
340,45,309.109
340,45,309.109
340,45,309.109
340,45,309.11
340,45,309.109
340,45,309.109
341,45,312.01300000000003
341,45,314.865
341,45,312.009
341,45,315.86899999999997
341,45,314.865
344,45,275.038
352,45,316.978
286,32,260.766
348,45,318.045
346,45,321.982
352,45,316.96400000000006
352,45,316.171
352,45,316.171
352,45,318.822
352,45,278.687
352,45,280.643
345,45,310.111
